	label	article	year	article_id	src_wiki_id	sent	annotated	source	modifier	target	full_target_name	trg_wiki_id
1325	1	nyt_corpus_2002.har/11/17/1441244.xml	2002.0	1441244.0	Q234606	Over the roar of laughter and loud party prattle, Ms. Haan, whom members refer to as ''the Martha Stewart of the bunch,'' opened the neatly penned journal of memories she has kept since the club started.	Over the roar of laughter and loud party prattle, |Ms. Haan|, whom members refer to as ''the *Martha Stewart* of /the bunch/,'' opened the neatly penned journal of memories she has kept since the club started.	Martha Stewart	the bunch	Ms. Haan	Johanna Haan	
1326	1	nyt_corpus_2006.har/03/26/1749693.xml	2006.0	1749693.0	Q72911	Mr. Ahlin is the Oliver Hardy of the pair -- rotund, (relatively) jolly and topped with a bowler hat.	|Mr. Ahlin| is the *Oliver Hardy* of /the pair/ -- rotund, (relatively) jolly and topped with a bowler hat.	Oliver Hardy	the pair	Mr. Ahlin	John Ahlin	
1327	1	nyt_corpus_1991.har/09/24/0476016.xml	1991.0	476016.0	Q369675	"What about news reports that Biosphere 2 is basically a survivalist cult built around the magnetic personality of John Allen, whom The Village Voice characterized as ""much more the Jim Jones than the Johnny Appleseed of the ecology movement?"""	"What about news reports that Biosphere 2 is basically a survivalist cult built around the magnetic personality of |John Allen|, whom The Village Voice characterized as ""much more the Jim Jones than the *Johnny Appleseed* of /the ecology movement/?"""	Johnny Appleseed	the ecology movement	John Allen	John Allen	Q6251486
1328	1	nyt_corpus_2004.har/12/30/1638274.xml	2004.0	1638274.0	Q318149	Think of him as the Tom Ford of interior design.	Think of |him| as the *Tom Ford* of /interior design/.	Tom Ford	interior design	him	JOHN BARMAN	
1329	1	nyt_corpus_1994.har/07/31/0703085.xml	1994.0	703085.0	Q7648747	John Bartlett is becoming the Susanne Bartsch of the men's wear industry.	|John Bartlett| is becoming the *Susanne Bartsch* of /the men's wear industry/.	Susanne Bartsch	the men's wear industry	John Bartlett	John Bartlett	
1330	1	nyt_corpus_2005.har/04/27/1668067.xml	2005.0	1668067.0	Q199369	The uncombed, untethered Mr. Bolton is fabulously operatic -- the Naomi Campbell of the Bush administration, ready at a moment's notice to beat up on underlings.	|The uncombed, untethered Mr. Bolton| is fabulously operatic -- the *Naomi Campbell* of /the Bush administration/, ready at a moment's notice to beat up on underlings.	Naomi Campbell	the Bush administration	The uncombed, untethered Mr. Bolton	John Bolton	Q311269
1331	1	nyt_corpus_2005.har/04/17/1665352.xml	2005.0	1665352.0	Q222134	So it takes courage, if not a touch of Brownian madness, to argue, as David S. Reynolds does in his absorbing new biography, ''John Brown, Abolitionist,'' that Brown was not the Unabomber of his time, but a reasonable man, well connected to his era's intellectual currents and a salutary force for change.	So it takes courage, if not a touch of Brownian madness, to argue, as David S. Reynolds does in his absorbing new biography, ''John Brown, Abolitionist,'' that |Brown| was not the *Unabomber* of /his time/, but a reasonable man, well connected to his era's intellectual currents and a salutary force for change.	Unabomber	his time	Brown	John Brown	Q189366
1332	1	nyt_corpus_1996.har/09/22/0878601.xml	1996.0	878601.0	Q613136	Harry Hamlin is attractive as the adult John, the one-time wastrel who miraculously redeems himself as the Walter Reed of an off-stage fever epidemic.	Harry Hamlin is attractive as |the adult John|, the one-time wastrel who miraculously redeems himself as the *Walter Reed* of /an off-stage fever epidemic/.	Walter Reed	an off-stage fever epidemic	the adult John	John Buchanan Jr.	
1333	1	nyt_corpus_1996.har/05/10/0849554.xml	1996.0	849554.0	Q41421	Mr. Burry is the Michael Jordan of integrating insurance and health care, so he commands a pretty big salary, said William Silverman, a spokesman for Blue Cross.	|Mr. Burry| is the *Michael Jordan* of /integrating insurance and health care/, so he commands a pretty big salary, said William Silverman, a spokesman for Blue Cross.	Michael Jordan	integrating insurance and health care	Mr. Burry	John Burry Jr.	
1334	1	nyt_corpus_1999.har/04/02/1097007.xml	1999.0	1097007.0	Q47213	One longtime media expert quipped that Mr. Malone saw himself as the Warren Buffett of the media industry, alluding to Mr. Buffett's strategy of taking large passive positions in other companies.	One longtime media expert quipped that |Mr. Malone| saw himself as the *Warren Buffett* of /the media industry/, alluding to Mr. Buffett's strategy of taking large passive positions in other companies.	Warren Buffett	the media industry	Mr. Malone	John C. Malone	Q3181165
1335	1	nyt_corpus_2003.har/11/09/1534208.xml	2003.0	1534208.0	Q2009573	John Carpenter (Willem Dafoe), whom Crane calls ''the James Bond of video nuts,'' is a bad influence.	|John Carpenter| (Willem Dafoe), whom Crane calls ''the *James Bond* of /video nuts/,'' is a bad influence.	James Bond	video nuts	John Carpenter	John Carpenter	Q364415
1336	1	nyt_corpus_1998.har/08/30/1042645.xml	1998.0	1042645.0	Q182882	John Cody, called the Audubon of moths, specializes in painting that particular creature.	|John Cody|, called the *Audubon* of /moths/, specializes in painting that particular creature.	Audubon	moths	John Cody	John Cody	
1337	1	nyt_corpus_2004.har/03/09/1564959.xml	2004.0	1564959.0	Q5402192	To a baby boomer, the Australian Gemma Ward, the Canadian teenager Heather Marks or the current Italian Vogue cover girl Lisa Cant also bear some resemblance to the waifs painted by the kitsch master Margaret Keane, as well as to subjects favored by the painter John Currin, whom some might call the Margaret Keane of the Whitney Biennial set.	To a baby boomer, the Australian Gemma Ward, the Canadian teenager Heather Marks or the current Italian Vogue cover girl Lisa Cant also bear some resemblance to the waifs painted by the kitsch master Margaret Keane, as well as to subjects favored by |the painter John Currin|, whom some might call the *Margaret Keane* of /the Whitney Biennial set/.	Margaret Keane	the Whitney Biennial set	the painter John Currin	John Currin	Q707675
1338	1	nyt_corpus_1994.har/03/11/0673751.xml	1994.0	673751.0	Q213812	Now comes the Babe Ruth of golf, John Daly.	Now comes the *Babe Ruth* of /golf/, |John Daly|.	Babe Ruth	golf	John Daly	John Daly	Q389438
1339	1	nyt_corpus_2007.har/05/13/1846872.xml	2007.0	1846872.0	Q8018	It has always been convenient to see John Donne (1572-1631) as the St. Augustine of English letters, made priestly and pure in his own good time, and not too soon to have produced the brainy carnal thrustings of his early love poems.	It has always been convenient to see |John Donne| (1572-1631) as the *St. Augustine* of /English letters/, made priestly and pure in his own good time, and not too soon to have produced the brainy carnal thrustings of his early love poems.	St. Augustine	English letters	John Donne	John Donne	Q140412
1340	1	nyt_corpus_2001.har/07/29/1312881.xml	2001.0	1312881.0	Q55800	John Edward Is the Oprah of the Other Side	|John Edward| Is the *Oprah* of /the Other Side/	Oprah	the Other Side	John Edward	John Edward	Q3181410
1341	1	nyt_corpus_1991.har/12/30/0497237.xml	1991.0	497237.0	Q30487	Will John F. Akers be remembered as the Mikhail Gorbachev of I.B.M.?	Will |John F. Akers| be remembered as the *Mikhail Gorbachev* of /I.B.M./?	Mikhail Gorbachev	I.B.M.	John F. Akers	John F. Akers	Q1700049
1342	1	nyt_corpus_1995.har/05/31/0765926.xml	1995.0	765926.0	Q352	"Walter Winchell, after all, branded his client, Mr. Cassidy, ""the Fuhrer of Flatbush."""	"Walter Winchell, after all, branded his client, |Mr. Cassidy|, ""the *Fuhrer* of /Flatbush/."""	Fuhrer	Flatbush	Mr. Cassidy	John F. Cassidy	
1343	1	nyt_corpus_2002.har/04/14/1384103.xml	2002.0	1384103.0	Q41421	I drove out to a spot on the north side of the pier and stopped to talk to some of the regulars, Jimmy Mulligan, Peter Catanese and John Francesconi, known to his friends as the Michael Jordan of the Hudson.	I drove out to a spot on the north side of the pier and stopped to talk to some of the regulars, Jimmy Mulligan, Peter Catanese and |John Francesconi|, known to his friends as the *Michael Jordan* of /the Hudson/.	Michael Jordan	the Hudson	John Francesconi	John Francesconi	
1344	1	nyt_corpus_1998.har/10/31/1058218.xml	1998.0	1058218.0	Q207	His advisers hope he could be a Vice-Presidential candidate or a Cabinet secretary in a Republican administration, and Mr. Rowland was tickled to see himself referred to as ''the George W. Bush of the North'' in a recent article in U.S. News & World Report.	His advisers hope he could be a Vice-Presidential candidate or a Cabinet secretary in a Republican administration, and |Mr. Rowland| was tickled to see himself referred to as ''the *George W. Bush* of /the North/'' in a recent article in U.S. News & World Report.	George W. Bush	the North	Mr. Rowland	John G. Rowland	Q885204
1345	1	nyt_corpus_2004.har/06/09/1588068.xml	2004.0	1588068.0	Q431015	Rowland has become the David Koresh of Connecticut politics,'' said Roy Occhiogrosso, a consultant who was the campaign manager for William E. Curry, a Democrat whom Mr. Rowland defeated in 2002.	|Rowland| has become the *David Koresh* of /Connecticut politics/,'' said Roy Occhiogrosso, a consultant who was the campaign manager for William E. Curry, a Democrat whom Mr. Rowland defeated in 2002.	David Koresh	Connecticut politics	Rowland	John G. Rowland	Q885204
1346	1	nyt_corpus_1989.har/05/18/0251063.xml	1989.0	251063.0	Q294583	He is not quite the Sam Shepard of ballet, but he does bring to mind some of that playwright's combative love situations, with their dust-bowl heritage.	|He| is not quite the *Sam Shepard* of /ballet/, but he does bring to mind some of that playwright's combative love situations, with their dust-bowl heritage.	Sam Shepard	ballet	He	John Gardner	
1347	1	nyt_corpus_1996.har/07/27/0867603.xml	1996.0	867603.0	Q190924	Godina, competing in his first Games, considered himself the Michael Johnson of shot-putters.	|Godina|, competing in his first Games, considered himself the *Michael Johnson* of /shot-putters/.	Michael Johnson	shot-putters	Godina	John Godina	Q709101
1348	1	nyt_corpus_1998.har/01/29/0991260.xml	1998.0	991260.0	Q216288	But Grisham is the Garth Brooks of popular literature.	But |Grisham| is the *Garth Brooks* of /popular literature/.	Garth Brooks	popular literature	Grisham	John Grisham	Q106465
1349	1	nyt_corpus_1998.har/04/05/1007481.xml	1998.0	1007481.0	Q4535129	A.  John Harms, known as the Sol Hurok of Bergen County, was an impresario who began bringing concert performers to New Jersey stages in the 1940's.	A.  |John Harms|, known as the *Sol Hurok* of /Bergen County/, was an impresario who began bringing concert performers to New Jersey stages in the 1940's.	Sol Hurok	Bergen County	John Harms	John Harms	
1350	1	nyt_corpus_1999.har/09/17/1138491.xml	1999.0	1138491.0	Q31073	He has become known in some circles as the Walter Cronkite of weather.	|He| has become known in some circles as the *Walter Cronkite* of /weather/.	Walter Cronkite	weather	He	John Hope	Q6239800
1351	1	nyt_corpus_1994.har/08/21/0707417.xml	1994.0	707417.0	Q310819	CALL Prof. John J. Donovan the Johnny Carson of the training circuit.	CALL |Prof. John J. Donovan| the *Johnny Carson* of /the training circuit/.	Johnny Carson	the training circuit	Prof. John J. Donovan	John J. Donovan	Q6241026
1352	1	nyt_corpus_2005.har/07/01/1684204.xml	2005.0	1684204.0	Q344045	The study cites an Institutional Investors' article with one colleague referring to him as the Alfred P. Sloan of Morgan Stanley.	The study cites an Institutional Investors' article with one colleague referring to |him| as the *Alfred P. Sloan* of /Morgan Stanley/.	Alfred P. Sloan	Morgan Stanley	him	John J. Mack	Q4275191
1353	1	nyt_corpus_2004.har/10/31/1623665.xml	2004.0	1623665.0	Q2748186	And, as Election Day grew ever nearer, Mr. Kerry -- who is known as a good ''closer,'' the Keith Foulke of political candidates -- seemed increasingly buoyed by the crowd.	And, as Election Day grew ever nearer, |Mr. Kerry| -- who is known as a good ''closer,'' the *Keith Foulke* of /political candidates/ -- seemed increasingly buoyed by the crowd.	Keith Foulke	political candidates	Mr. Kerry	John Kerry	Q22316
1354	1	nyt_corpus_1997.har/11/04/0970453.xml	1997.0	970453.0	Q122634	This national logo is the brainchild of John Krimsky, the deputy secretary general of the U.S.O.C., who sees himself as the Robin Hood for obscure biathletes, fencers and other endangered Olympic species.	This national logo is the brainchild of |John Krimsky|, the deputy secretary general of the U.S.O.C., who sees himself as the *Robin Hood* for /obscure biathletes, fencers and other endangered Olympic species/.	Robin Hood	obscure biathletes, fencers and other endangered Olympic species	John Krimsky	John Krimsky	
1355	1	nyt_corpus_2005.har/04/10/1663656.xml	2005.0	1663656.0	Q30487	I don't mean to be dramatic, but I think John LaValle has been the Gorbachev of Brookhaven, and just like Gorbachev, his fate was sealed because he was a product of the same corrupt system that he needed to destroy.''	I don't mean to be dramatic, but I think |John LaValle| has been the *Gorbachev* of /Brookhaven/, and just like Gorbachev, his fate was sealed because he was a product of the same corrupt system that he needed to destroy.''	Gorbachev	Brookhaven	John LaValle	John LaValle	
1356	1	nyt_corpus_1995.har/01/16/0737254.xml	1995.0	737254.0	Q327071	These days, Mr. Moorlach is making speeches, appearing on radio shows and trying to capitalize on his new image as a Paul Revere of municipal finance.	These days, |Mr. Moorlach| is making speeches, appearing on radio shows and trying to capitalize on his new image as a *Paul Revere* of /municipal finance/.	Paul Revere	municipal finance	Mr. Moorlach	John M. W. Moorlach	Q16186798
1357	1	nyt_corpus_2004.har/01/15/1550806.xml	2004.0	1550806.0	Q82778	Here was Madden, the Pliny the Elder of football announcers.	Here was |Madden|, the *Pliny the Elder* of /football announcers/.	Pliny the Elder	football announcers	Madden	John Madden	Q1345694
1358	1	nyt_corpus_1996.har/03/26/0839428.xml	1996.0	839428.0	Q212531	With his melting posture, moody eroticism and haunted gaze, Mr. Malkovich bids fair to become the Kate Moss of acting.	With his melting posture, moody eroticism and haunted gaze, |Mr. Malkovich| bids fair to become the *Kate Moss* of /acting/.	Kate Moss	acting	Mr. Malkovich	John Malkovich	Q172261
1359	1	nyt_corpus_2007.har/06/10/1853443.xml	2007.0	1853443.0	Q60809	A 52-year-old photographer from Little Rock, Ark., Mr. McDermott may be the Ansel Adams of Angkor.	A 52-year-old photographer from Little Rock, Ark., |Mr. McDermott| may be the *Ansel Adams* of /Angkor/.	Ansel Adams	Angkor	Mr. McDermott	John McDermott	
